vihaan@Vihaans-MacBook-Pro validation % source .venv/bin/activate
(.venv) vihaan@Vihaans-MacBook-Pro validation % python run_all.py --model cohere

=== backend: cohere — screening + extraction in parallel ===
[run_all] start: /Users/vihaan/ReviewAid_Validation_v3.0.0/validation/.venv/bin/python 02_run_screening.py --model cohere
[run_all] start: /Users/vihaan/ReviewAid_Validation_v3.0.0/validation/.venv/bin/python 03_run_extraction.py --model cohere
[corpus] 1968 papers with PDF + criteria (731 included)
[cohere] keys:
  ...knbX: 11/1000 calls, exhausted=False
  ...Q2To: 13/1000 calls, exhausted=False
  ...NtX6: 10/1000 calls, exhausted=False
  ...sJ8t: 10/1000 calls, exhausted=False
  ...IxtD: 9/1000 calls, exhausted=False
  ...jnq5: 14/1000 calls, exhausted=False
  ...OlCf: 8/1000 calls, exhausted=False
[extraction] 2184 articles ready
[cohere] 2184 to extract (Cohere / command-a-03-2025)
[cohere] 1728/2184 PMC5332296: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.62s)
[cohere] CD013775-bib-0093: exclude conf=0.0 tier=tier1_override OVERRIDE (5.67s)
[cohere] CD013775-bib-0115: exclude conf=1.0 tier=tier1_deterministic (0.05s)
[cohere] CD013775-bib-0096: include conf=0.0 tier=tier1_override OVERRIDE (5.45s)
[cohere] CD013775-bib-0108: exclude conf=0.0 tier=tier1_override OVERRIDE (5.27s)
[cohere] 1729/2184 PMC5336430: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (10.52s)
[cohere] CD013775-bib-0117: exclude conf=0.0 tier=tier1_override OVERRIDE (6.25s)
[cohere] 1730/2184 PMC5337626: conf=0.3 tier=tier1_override ungrounded_fields=0 (9.68s)
[cohere] CD013775-bib-0126: include conf=0.0 tier=tier1_override OVERRIDE (5.68s)
[cohere] 1731/2184 PMC5337766: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.72s)
[cohere] CD013775-bib-0141: exclude conf=0.0 tier=tier1_override OVERRIDE (4.88s)
[cohere] 1732/2184 PMC5338176: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.89s)
[cohere] CD013775-bib-0159: exclude conf=0.0 tier=tier1_override OVERRIDE (6.24s)
[cohere] 1733/2184 PMC5332489: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (32.64s)
[cohere] CD013775-bib-0181: include conf=0.0 tier=tier1_override OVERRIDE (5.76s)
[cohere] CD013775-bib-0185: exclude conf=1.0 tier=tier1_deterministic (0.05s)
[cohere] 1734/2184 PMC5340016: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.33s)
[cohere] CD013775-bib-0184: exclude conf=0.0 tier=tier1_override OVERRIDE (5.03s)
[cohere] CD013775-bib-0204: include conf=0.0 tier=tier1_override OVERRIDE (3.97s)
[cohere] 1735/2184 PMC5341634: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.51s)
[cohere] 1736/2184 PMC5341660: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.02s)
[cohere] 1737/2184 PMC5339463: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.13s)
[cohere] CD013775-bib-0118: exclude conf=0.0 tier=tier1_override OVERRIDE (30.4s)
[cohere] 1738/2184 PMC5346199: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.28s)
[cohere] 1739/2184 PMC5343026: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (11.21s)
[cohere] 1740/2184 PMC5343624: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.45s)
[cohere] CD013775-bib-0209: exclude conf=0.0 tier=tier1_override OVERRIDE (13.85s)
[cohere] CD013775-bib-0213: exclude conf=0.0 tier=tier1_override OVERRIDE (4.91s)
[cohere] CD013775-bib-0206: exclude conf=0.0 tier=tier1_override OVERRIDE (17.67s)
[cohere] 1741/2184 PMC5346637: conf=0.3 tier=tier1_override ungrounded_fields=0 (6.0s)
[cohere] 1742/2184 PMC5349672: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.14s)
[cohere] 1743/2184 PMC5350209: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.16s)
[cohere] 1744/2184 PMC5351968: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.45s)
[cohere] CD013775-bib-0215: exclude conf=0.0 tier=tier1_override OVERRIDE (10.61s)
[cohere] CD013775-bib-0230: exclude conf=1.0 tier=tier1_deterministic (0.06s)
[cohere] CD013775-bib-0226: include conf=0.0 tier=tier1_override OVERRIDE (11.79s)
[cohere] 1745/2184 PMC5358282: conf=0.3 tier=tier1_override ungrounded_fields=0 (7.16s)
[cohere] 1746/2184 PMC5354011: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (11.04s)
[cohere] 1747/2184 PMC5354681: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (11.9s)
[cohere] CD013775-bib-0233: exclude conf=0.0 tier=tier1_override OVERRIDE (4.56s)
[cohere] CD013775-bib-0214: exclude conf=0.0 tier=tier1_override OVERRIDE (18.12s)
[cohere] CD013775-bib-0237: exclude conf=1.0 tier=tier1_deterministic (0.02s)
[cohere] CD013775-bib-0235: exclude conf=0.0 tier=tier1_override OVERRIDE (6.86s)
[cohere] 1748/2184 PMC5360998: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.36s)
[cohere] CD013775-bib-0236: include conf=0.0 tier=tier1_override OVERRIDE (6.01s)
[cohere] CD013775-bib-0245: exclude conf=1.0 tier=tier1_deterministic (0.05s)
[cohere] CD013775-bib-0241: exclude conf=0.0 tier=tier1_override OVERRIDE (6.34s)
[cohere] 1749/2184 PMC5358738: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.82s)
[cohere] CD013775-bib-0246: include conf=0.0 tier=tier1_override OVERRIDE (5.24s)
[cohere] 1750/2184 PMC5362536: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.48s)
[cohere] 1751/2184 PMC5362210: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (11.57s)
[cohere] CD013778-bib-0005: include conf=0.08 tier=tier1_override OVERRIDE (4.87s)
[cohere] CD013775-bib-0251: exclude conf=0.0 tier=tier1_override OVERRIDE (9.87s)
[cohere] CD013775-bib-0243: include conf=0.0 tier=tier1_override OVERRIDE (14.53s)
[cohere] 1752/2184 PMC5367746: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.78s)
[cohere] 1753/2184 PMC5369693: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.49s)
[cohere] CD013778-bib-0018: include conf=0.11 tier=tier1_override OVERRIDE (5.79s)
[cohere] 1754/2184 PMC5370326: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.37s)
[cohere] CD013778-bib-0021: include conf=0.11 tier=tier1_override OVERRIDE (5.95s)
[cohere] 1755/2184 PMC5370803: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.31s)
[cohere] CD013778-bib-0011: include conf=0.11 tier=tier1_override OVERRIDE (14.29s)
[cohere] CD013778-bib-0043: include conf=0.11 tier=tier1_override OVERRIDE (6.15s)
[cohere] 1756/2184 PMC5360580: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (31.81s)
[cohere] 1757/2184 PMC5372064: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (10.71s)
[cohere] 1758/2184 PMC5372065: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (8.79s)
[cohere] 1759/2184 PMC5372977: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.3s)
[cohere] 1760/2184 PMC5372931: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.76s)
[cohere] 1761/2184 PMC5374834: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.96s)
[cohere] CD013778-bib-0029: include conf=0.13 tier=tier1_override OVERRIDE (18.69s)
[cohere] 1762/2184 PMC5377263: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=1 (4.62s)
[cohere] 1763/2184 PMC5376493: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.08s)
[cohere] CD013778-bib-0050: include conf=0.13 tier=tier1_override OVERRIDE (16.46s)
[cohere] CD013778-bib-0044: include conf=0.11 tier=tier1_override OVERRIDE (18.46s)
[cohere] CD013778-bib-0056: include conf=0.13 tier=tier1_override OVERRIDE (7.34s)
[cohere] 1764/2184 PMC5379203: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.07s)
[cohere] 1765/2184 PMC5379843: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.8s)
[cohere] 1766/2184 PMC5379244: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.11s)
[cohere] CD013778-bib-0057: include conf=0.08 tier=tier1_override OVERRIDE (9.83s)
[cohere] CD013778-bib-0060: include conf=0.13 tier=tier1_override OVERRIDE (8.52s)
[cohere] 1767/2184 PMC5380277: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.16s)
[cohere] 1768/2184 PMC5380326: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=1 (6.33s)
[cohere] CD013778-bib-0077: include conf=0.08 tier=tier1_override OVERRIDE (6.05s)
[cohere] CD013778-bib-0080: include conf=0.08 tier=tier1_override OVERRIDE (5.97s)
[cohere] 1769/2184 PMC5380284: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (13.5s)
[cohere] 1770/2184 PMC5384512: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.25s)
[cohere] CD013778-bib-0065: include conf=0.11 tier=tier1_override OVERRIDE (16.59s)
[cohere] CD013778-bib-0082: exclude conf=0.11 tier=tier1_override OVERRIDE (4.61s)
[cohere] 1771/2184 PMC5384532: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (4.34s)
[cohere] CD013778-bib-0093: include conf=0.13 tier=tier1_override OVERRIDE (5.32s)
[cohere] 1772/2184 PMC5381869: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (16.16s)
[cohere] 1773/2184 PMC5387905: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.73s)
[cohere] CD013778-bib-0098: include conf=0.11 tier=tier1_override OVERRIDE (10.0s)
[cohere] CD013778-bib-0091: include conf=0.13 tier=tier1_override OVERRIDE (15.32s)
[cohere] 1774/2184 PMC5389230: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.58s)
[cohere] 1775/2184 PMC5385703: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.87s)
[cohere] CD013778-bib-0114: include conf=0.13 tier=tier1_override OVERRIDE (4.93s)
[cohere] CD013778-bib-0120: include conf=0.08 tier=tier1_override OVERRIDE (6.66s)
[cohere] 1776/2184 PMC5391070: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (11.43s)
[cohere] CD013778-bib-0107: exclude conf=0.11 tier=tier1_override OVERRIDE (18.79s)
[cohere] CD013778-bib-0135: include conf=0.08 tier=tier1_override OVERRIDE (5.62s)
[cohere] 1777/2184 PMC5395856: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.25s)
[cohere] CD013778-bib-0128: exclude conf=0.05 tier=tier1_override OVERRIDE (10.04s)
[cohere] 1778/2184 PMC5395810: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (12.26s)
[cohere] 1779/2184 PMC5393542: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (13.62s)
[cohere] CD013778-bib-0163: exclude conf=0.11 tier=tier1_override OVERRIDE (9.3s)
[cohere] 1780/2184 PMC5397544: conf=0.48 tier=tier1_override ungrounded_fields=0 (7.21s)
[cohere] 1781/2184 PMC5396972: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (8.97s)
[cohere] CD013778-bib-0182: exclude conf=0.0 tier=tier1_override OVERRIDE (4.5s)
[cohere] 1782/2184 PMC5399146: conf=0.3 tier=tier1_override ungrounded_fields=0 (4.67s)
[cohere] CD013778-bib-0144: exclude conf=0.13 tier=tier1_override OVERRIDE (16.52s)
[cohere] 1783/2184 PMC5395991: conf=0.48 tier=tier1_override ungrounded_fields=0 (14.7s)
[cohere] 1784/2184 PMC5404215: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.27s)
[cohere] CD013778-bib-0179: include conf=0.13 tier=tier1_override OVERRIDE (15.42s)
[cohere] 1785/2184 PMC5404432: conf=0.48 tier=tier1_override ungrounded_fields=0 (4.29s)
[cohere] CD013778-bib-0191: include conf=0.08 tier=tier1_override OVERRIDE (5.52s)
[cohere] CD013778-bib-0192: include conf=0.05 tier=tier1_override OVERRIDE (5.8s)
[cohere] 1786/2184 PMC5404992: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.24s)
[cohere] 1787/2184 PMC5404516: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.86s)
[cohere] 1788/2184 PMC5405916: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.11s)
[cohere] CD013778-bib-0193: include conf=0.05 tier=tier1_override OVERRIDE (10.17s)
[cohere] 1789/2184 PMC5409660: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.77s)
[cohere] 1790/2184 PMC5409664: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.28s)
[cohere] CD013778-bib-0195: exclude conf=0.05 tier=tier1_override OVERRIDE (13.67s)
[cohere] CD014758-bib-0017: include conf=0.25 tier=tier1_override OVERRIDE (6.99s)
[cohere] CD014758-bib-0005: include conf=0.31 tier=tier1_override OVERRIDE (14.44s)
[cohere] CD014758-bib-0035: include conf=0.19 tier=tier1_override OVERRIDE (4.89s)
[cohere] CD014758-bib-0038: include conf=0.25 tier=tier1_override OVERRIDE (4.79s)
[cohere] 1791/2184 PMC5412886: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.9s)
[cohere] 1792/2184 PMC5410668: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (12.86s)
[cohere] CD014758-bib-0046: include conf=0.19 tier=tier1_override OVERRIDE (8.33s)
[cohere] CD014758-bib-0048: include conf=0.38 tier=tier1_override OVERRIDE (7.02s)
[cohere] CD014758-bib-0053: exclude conf=0.25 tier=tier1_override OVERRIDE (6.97s)
[cohere] 1793/2184 PMC5413468: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.55s)
[cohere] CD014758-bib-0059: exclude conf=0.31 tier=tier1_override OVERRIDE (4.37s)
[cohere] 1794/2184 PMC5414544: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (5.74s)
[cohere] 1795/2184 PMC5406030: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (29.42s)
[cohere] 1796/2184 PMC5415292: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.32s)
[cohere] CD014758-bib-0058: exclude conf=0.38 tier=tier1_override OVERRIDE (9.26s)
[cohere] CD014758-bib-0068: exclude conf=0.31 tier=tier1_override OVERRIDE (8.43s)
[cohere] 1797/2184 PMC5419060: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.31s)
[cohere] 1798/2184 PMC5420386: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.99s)
[cohere] CD014758-bib-0069: exclude conf=0.25 tier=tier1_override OVERRIDE (6.28s)
[cohere] 1799/2184 PMC5416724: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (13.78s)
[cohere] CD014758-bib-0090: include conf=0.25 tier=tier1_override OVERRIDE (8.88s)
[cohere] 1800/2184 PMC5425769: conf=0.48 tier=tier1_override ungrounded_fields=0 (6.62s)
[cohere] CD014758-bib-0092: exclude conf=0.44 tier=tier1_override OVERRIDE (4.97s)
[cohere] 1801/2184 PMC5423967: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.86s)
[cohere] CD014758-bib-0072: include conf=0.38 tier=tier1_override OVERRIDE (17.17s)
[cohere] CD014758-bib-0067: include conf=0.38 tier=tier1_override OVERRIDE (32.43s)
[cohere] 1802/2184 PMC5426232: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (8.58s)
[cohere] CD014758-bib-0093: include conf=0.31 tier=tier1_override OVERRIDE (4.84s)
[cohere] 1803/2184 PMC5426394: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.61s)
[cohere] CD014758-bib-0097: include conf=0.31 tier=tier1_override OVERRIDE (5.16s)
[cohere] CD014758-bib-0098: include conf=0.31 tier=tier1_override OVERRIDE (4.93s)
[cohere] CD014758-bib-0101: include conf=0.25 tier=tier1_override OVERRIDE (5.55s)
[cohere] 1804/2184 PMC5426756: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.74s)
[cohere] CD014758-bib-0103: include conf=0.31 tier=tier1_override OVERRIDE (5.99s)
[cohere] 1805/2184 PMC5422432: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (28.83s)
[cohere] 1806/2184 PMC5429471: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.24s)
[cohere] 1807/2184 PMC5431359: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.53s)
[cohere] CD014758-bib-0154: include conf=0.12 tier=tier1_override OVERRIDE (5.88s)
[cohere] 1808/2184 PMC5427603: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (16.18s)
[cohere] 1809/2184 PMC5432698: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.01s)
[cohere] CD014758-bib-0135: include conf=0.12 tier=tier1_override OVERRIDE (14.77s)
[cohere] 1810/2184 PMC5433398: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.99s)
[cohere] 1811/2184 PMC5434251: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.23s)
[cohere] CD014758-bib-0138: include conf=0.38 tier=tier1_override OVERRIDE (16.69s)
[cohere] CD014758-bib-0189: include conf=0.25 tier=tier1_override OVERRIDE (5.79s)
[cohere] 1812/2184 PMC5435062: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.41s)
[cohere] CD014758-bib-0190: include conf=0.31 tier=tier1_override OVERRIDE (5.73s)
[cohere] CD014758-bib-0183: include conf=0.31 tier=tier1_override OVERRIDE (16.29s)
[cohere] 1813/2184 PMC5437665: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.12s)
[cohere] CD014758-bib-0191: include conf=0.31 tier=tier1_override OVERRIDE (5.36s)
[cohere] CD014758-bib-0194: exclude conf=0.0 tier=tier1_override OVERRIDE (4.79s)
[cohere] 1814/2184 PMC5439319: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.38s)
[cohere] CD014758-bib-0202: include conf=0.31 tier=tier1_override OVERRIDE (5.54s)
[cohere] CD014758-bib-0204: include conf=0.31 tier=tier1_override OVERRIDE (6.05s)
[cohere] 1815/2184 PMC5440538: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.24s)
[cohere] CD014758-bib-0203: include conf=0.38 tier=tier1_override OVERRIDE (10.53s)
[cohere] 1816/2184 PMC5440738: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.88s)
[cohere] CD014758-bib-0213: include conf=0.44 tier=tier1_override OVERRIDE (5.11s)
[cohere] 1817/2184 PMC5434591: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (27.66s)
[cohere] CD014758-bib-0205: include conf=0.38 tier=tier1_override OVERRIDE (15.96s)
[cohere] 1818/2184 PMC5446410: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.38s)
[cohere] CD014758-bib-0257: include conf=0.38 tier=tier1_override OVERRIDE (9.93s)
[cohere] CD014758-bib-0225: include conf=0.31 tier=tier1_override OVERRIDE (14.33s)
[cohere] 1819/2184 PMC5444773: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.79s)
[cohere] CD014758-bib-0278: include conf=0.12 tier=tier1_override OVERRIDE (7.35s)
[cohere] CD014758-bib-0285: include conf=0.31 tier=tier1_override OVERRIDE (4.7s)
[cohere] 1820/2184 PMC5442667: conf=0.3 tier=tier1_override ungrounded_fields=0 (21.91s)
[cohere] CD014758-bib-0281: include conf=0.06 tier=tier1_override OVERRIDE (7.78s)
[cohere] 1821/2184 PMC5446455: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (11.94s)
[cohere] CD014758-bib-0302: include conf=0.19 tier=tier1_override OVERRIDE (4.0s)
[cohere] CD014758-bib-0301: include conf=0.31 tier=tier1_override OVERRIDE (6.16s)
[cohere] 1822/2184 PMC5446666: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.61s)
[cohere] 1823/2184 PMC5446739: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.34s)
[cohere] CD014758-bib-0303: include conf=0.31 tier=tier1_override OVERRIDE (7.0s)
[cohere] 1824/2184 PMC5447816: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.73s)
[cohere] CD014758-bib-0326: include conf=0.12 tier=tier1_override OVERRIDE (8.89s)
[cohere] 1825/2184 PMC5450266: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.68s)
[cohere] 1826/2184 PMC5448649: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.4s)
[cohere] CD014758-bib-0352: exclude conf=0.19 tier=tier1_override OVERRIDE (8.6s)
[cohere] 1827/2184 PMC5450344: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (9.07s)
[cohere] CD014758-bib-0358: include conf=0.31 tier=tier1_override OVERRIDE (5.06s)
[cohere] 1828/2184 PMC5450983: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.16s)
[cohere] CD014758-bib-0361: include conf=0.31 tier=tier1_override OVERRIDE (6.13s)
[cohere] 1829/2184 PMC5452353: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.77s)
[cohere] 1830/2184 PMC5452066: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.48s)
[cohere] CD014758-bib-0389: include conf=0.25 tier=tier1_override OVERRIDE (8.62s)
[cohere] CD014758-bib-0399: include conf=0.19 tier=tier1_override OVERRIDE (6.66s)
[cohere] 1831/2184 PMC5453890: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.35s)
[cohere] 1832/2184 PMC5451423: conf=0.3 tier=tier1_override ungrounded_fields=0 (16.19s)
[cohere] 1833/2184 PMC5454908: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.38s)
[cohere] CD014821-bib-0001: include conf=0.19 tier=tier1_override OVERRIDE (5.94s)
[cohere] CD014821-bib-0003: include conf=0.19 tier=tier1_override OVERRIDE (5.39s)
[cohere] CD014758-bib-0330: include conf=0.31 tier=tier1_override OVERRIDE (30.66s)
[cohere] CD014821-bib-0007: include conf=0.12 tier=tier1_override OVERRIDE (5.48s)
[cohere] CD014821-bib-0011: include conf=0.06 tier=tier1_override OVERRIDE (3.71s)
[cohere] 1834/2184 PMC5457851: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.59s)
[cohere] CD014821-bib-0014: include conf=0.06 tier=tier1_override OVERRIDE (6.77s)
[cohere] CD014821-bib-0019: include conf=0.12 tier=tier1_override OVERRIDE (5.32s)
[cohere] 1835/2184 PMC5457252: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.48s)
[cohere] CD014821-bib-0037: include conf=0.12 tier=tier1_override OVERRIDE (6.08s)
[cohere] CD014821-bib-0028: include conf=0.0 tier=tier1_override OVERRIDE (8.57s)
[cohere] 1836/2184 PMC5458653: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.93s)
[cohere] 1837/2184 PMC5459273: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.85s)
[cohere] CD014821-bib-0046: include conf=0.06 tier=tier1_override OVERRIDE (4.39s)
[cohere] CD014821-bib-0043: include conf=0.06 tier=tier1_override OVERRIDE (7.7s)
[cohere] CD014821-bib-0025: include conf=0.19 tier=tier1_override OVERRIDE (18.83s)
[cohere] CD014821-bib-0048: include conf=0.0 tier=tier1_override OVERRIDE (4.73s)
[cohere] 1838/2184 PMC5460737: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.11s)
[cohere] CD014821-bib-0049: include conf=0.06 tier=tier1_override OVERRIDE (3.82s)
[cohere] 1839/2184 PMC5456350: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (31.49s)
[cohere] 1840/2184 PMC5461594: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.41s)
[cohere] CD014821-bib-0057: include conf=0.19 tier=tier1_override OVERRIDE (5.53s)
[cohere] CD014821-bib-0059: include conf=0.19 tier=tier1_override OVERRIDE (4.98s)
[cohere] 1841/2184 PMC5462369: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.51s)
[cohere] CD014821-bib-0050: include conf=0.06 tier=tier1_override OVERRIDE (10.71s)
[cohere] CD014821-bib-0062: include conf=0.0 tier=tier1_override OVERRIDE (7.67s)
[cohere] CD014821-bib-0063: include conf=0.0 tier=tier1_override OVERRIDE (7.33s)
[cohere] 1842/2184 PMC5459456: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (22.44s)
[cohere] CD014821-bib-0064: include conf=0.25 tier=tier1_override OVERRIDE (9.67s)
[cohere] 1843/2184 PMC5462761: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (10.46s)
[cohere] CD014821-bib-0065: include conf=0.12 tier=tier1_override OVERRIDE (5.93s)
[cohere] CD014821-bib-0066: include conf=0.12 tier=tier1_override OVERRIDE (7.7s)
[cohere] 1844/2184 PMC5462678: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.65s)
[cohere] CD014821-bib-0072: exclude conf=0.0 tier=tier1_override OVERRIDE (4.39s)
[cohere] 1845/2184 PMC5466093: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.69s)
[cohere] CD014821-bib-0075: include conf=0.06 tier=tier1_override OVERRIDE (5.29s)
[cohere] 1846/2184 PMC5467351: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.91s)
[cohere] CD014821-bib-0086: include conf=0.0 tier=tier1_override OVERRIDE (4.42s)
[cohere] 1847/2184 PMC5471294: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.45s)
[cohere] CD014821-bib-0079: include conf=0.12 tier=tier1_override OVERRIDE (10.05s)
[cohere] 1848/2184 PMC5465806: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (17.07s)
[cohere] 1849/2184 PMC5471569: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.36s)
[cohere] CD014821-bib-0074: include conf=0.06 tier=tier1_override OVERRIDE (17.47s)
[cohere] CD014821-bib-0088: include conf=0.06 tier=tier1_override OVERRIDE (8.49s)
[cohere] CD014821-bib-0089: include conf=0.12 tier=tier1_override OVERRIDE (7.12s)
[cohere] CD014821-bib-0112: exclude conf=1.0 tier=tier1_deterministic (0.06s)
[cohere] 1850/2184 PMC5477737: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.56s)
[cohere] CD014821-bib-0095: include conf=0.06 tier=tier1_override OVERRIDE (5.96s)
[cohere] 1851/2184 PMC5482825: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.38s)
